cluster_id,pipeline,n_records,record_ids,title,brand,description,price,priceCurrency
c20,llm_assisted_initial,45,"[""r119"", ""r270"", ""r271"", ""r272"", ""r273"", ""r274"", ""r275"", ""r576"", ""r577"", ""r580"", ""r581"", ""r678"", ""r679"", ""r680"", ""r681"", ""r682"", ""r683"", ""r732"", ""r733"", ""r734"", ""r735"", ""r736"", ""r737"", ""r798"", ""r799"", ""r800"", ""r801"", ""r802"", ""r803"", ""r1092"", ""r1093"", ""r1094"", ""r1095"", ""r1097"", ""r1098"", ""r1099"", ""r1100"", ""r1101"", ""r1102"", ""r1103"", ""r1326"", ""r1327"", ""r1328"", ""r1329"", ""r1330""]",sandisk 64gb sqxcy extreme pro microsdxc memory card (sdsqxcy-064g-gn6ma)-wrty ltd lifet w/distributor,sandisk,"extreme speed to catch every framefor super-fast continuous burst mode shots, maximum post-production workflowefficiency, and high-performance video recording performance, get a sandiskextreme pro® sdhc™ or sdxc™ uhs-ii card. the high-performance sdhc andsdxc memory cards boast shot speeds up to 260mb/s* (1733x) and transferspeeds up to 300mb/s* (2000x). their sustained video capture of 30mb/s (u3)2supports 32gb to 128gb** of full hd and cinema-quality 4k video recording1.optimized for cameras that support the new uhs-ii standard, sandisk extreme prosdhc and sdxc uhs-ii cards deliver the uncompromising results that professionalphotographers demand.cinema-quality 4k video capturewith uhs speed class 3 (u3) rating, sandisk extreme pro sdhc and sdxcuhs-ii cards let you capture uninterrupted cinema-quality 4k and full hd video.this makes them ideal for professionals recording extreme sports and otherfast-action activities without dropping frames.sandisk® products are constructed to the highest standards and rigorously tested.you can be confident in the outstanding quality, performance and reliability of everysandisk product.highlights• super-fast sd™ card with shot speeds upto 260mb/s* for advanced photographyand continuous burst mode shooting• uhs speed class 3 (u3) allows you torecord in cinema-quality 4k1• transfer speeds up to 300mb/s* formaximum post-production workflowefficiency• 32gb to 128gb** capacity to shootlonger, uninterrupted photo and videosessions• waterproof, temperature proof, x-rayproof, magnet proof, shock proof3technical specificationsform factor:sdhc™ (32gb), sdxc™ (64gb, 128gb**)available capacities:32gb, 64gb, 128gb**performance/speed: up to 300mb/s* read speed (2000x), up to 260mb/s* write speed (1733x)card dimension:0.94” x 1.25” x 0.08” (24 mm x 32 mm x 2.1 mm)operating temperature-13f to 185f (-25c to 85c)storage temperature-40f to 185f (-40c to 85c)compatibility:compatible with all sdhc™, sdxc™, sdhc uhs-l, sdxcuhs-l, sdhc uhs-ii and sdxc uhs-ii supporting hostdevicessecurity:built-in write-protect switch prevents accidental data lossapplications:store a variety of digital formats, including raw and jpegphotos, high-definition videos, music and moreadded protection: 1-year downloadable rescuepro® deluxe data recoverysoftware offer, for bringing accidentally deleted images back to life5not all devices support sdxc. check with device manufacturer for more details.* up to 300mb/s (2000x) read speed. write speed up to 260mb/s (1733x). based on internal testing; performance will vary based on host device.full performance requires sandisk uhs-ii reader. 1mb = 1,000,000 bytes. x = 150kb/s.** 1gb = 1,000,000,000 bytes. actual user storage less.1 full hd video (1920x1080) and 4k (4096x2160) video support may vary based upon host device, file attributes and other factors.see: www.sandisk.com/hd2 uhs speed class 3 (u3) designates a performance option designed to support real-time video recording with uhs enabled host devices.see www.sdcard.org/consumers/speed for additional details.3 card only. see product packaging and www.sandisk.com/proof for additional information and limitations.5 registration required; terms and conditions apply.sandisk, the sandisk logo, rescuepro and sandisk extreme are trademarks of western digital corporation or its affiliates, registered in the united states andother countries. the sd, sdhc and sdxc marks and logos are trademarks of sd-3c, llc.©2016 western digital corporation or its affiliates. all rights reserved.",1.6900054999999998e2,gbp
c21,llm_assisted_initial,1,"[""r138""]","ubiquiti poe injector, 48vdc 24w gigabit lan",,"ubiquiti poe injector, 48vdc 24w gigabit lan",27.60,aud
c22,llm_assisted_initial,1,"[""r139""]",ubiquiti 48 volt poe 0.5a 1xgbe lan,,the ubiquiti poe-48-24w-g is a uniquely reliable adapter that supports passive type powering through the ethernet network.,125.6,hkd
c23,llm_assisted_initial,1,"[""r140""]",ubiquiti spare poe48v giga ports 24watt incl 230v cable (poe-48-24w-g),,poe adapter till exempelvis uap-ac-pro-e,300.00,sek
c24,llm_assisted_initial,1,"[""r142""]",ubiquiti poe-48-24w-g 48vdc 24w poe injector,,"device protectionpoe adapters are highly reliable, and when used with ubiquiti toughcable™, they provide earth grounding and surge protection to help protect against electrostatic discharge (esd) events.convenient wall-mountingthe 24v, 0.5a models, poe-24-12w and poe-24-12w-g, are wall-mountable using the optional wall-mount brackets.seamless airgateway™ compatibilitythe 15v, 0.8a and 24v, 0.5a models, poe-15-12w, poe-24-12w and poe-24-12w-g, work with the airgateway™ to bridge airmax® connections to wi-fi at customer locations.",39,nzd
c25,llm_assisted_initial,1,"[""r177""]",deore xt 11-speed cassette,,"• steel construction on all but the largest aluminum gear• nickel-plated finish for corrosion and wear resistance• dyna-sys 11-speed cassette with ""rhythm step"" gearing for closer gear ratios...",111.99,usd
c26,llm_assisted_initial,15,"[""r180"", ""r181"", ""r182"", ""r183"", ""r184"", ""r185"", ""r642"", ""r643"", ""r644"", ""r645"", ""r646"", ""r647"", ""r1520"", ""r1521"", ""r1523""]",0000071495| nikon nikkor af-s 24-85mm f/3.5-4.5g ed vr lens,nikon,"f-mount lens/fx formataperture range: f/1.8 to f/16one aspherical elementsuper integrated coatingsilent wave motor af systemrounded 7-blade diaphragma must-have for standard portraits and everyday use, the af-s nikkor 50mm f/1.8g is a lens that will absolutely surprise you. the 50mm focal length (75mm equivalent on dx format cameras) with a fast f/1.8 aperture allows you to capture stunning images with a shallow depth-of-field, letting your subjects stand out from their backgrounds. the af-s nikkor 50mm f/1.8g may soon become your new favourite lens.get astonishing low light resultsthis lightweight standard lens is a great travel companion because you never know when a beautiful, sunny day will turn cloudy and rainy. with its fast f/1.8 aperture, the af-s nikkor 50mm f/1.8g will capture even low-light situations with stunning brilliance.achieve more natural depth of fieldwhether you're shooting portraits, food or nature—indoors or outdoors—the af-s nikkor 50mm f/1.8g renders a beautiful, natural background blur (bokeh) at its wider aperture settings. and its 50mm focal length is perfect for creating natural perspective in your photographs.shoot pin-sharp portraits every timenikon's super integrated coating (sic) enhances light transmission efficiency and offers superior colour consistency and reduced flare, while the af-s nikkor 50mm f/1.8g's aspherical lens element (as) virtually eliminates coma and other types of aberrations, even when shooting at the widest available aperture. pair that with nikon's silent wave motor (swm) for fast, accurate and quiet autofocus, and you can be sure all of your portraits will be pin sharp.push your creativity to the limitthe af-s nikkor 50mm f/1.8g is invaluable for shooting a wide variety of outdoor scenes. with the 50mm f/1.8 you can capture a scene as you perceive it with the naked eye.silent wave motoraf-s nikkor lenses feature nikon’s silent wave motor (swm). this technology converts “traveling waves” into rotational energy to focus the optics. this enables high-speed autofocusing that's extremely accurate and super quiet.m/aselect nikkor lenses have a focusing mode which allows switching from automatic to manual focusing with virtually no lag time by simply turning the focusing ring on the lens. this makes it possible to seamlessly switch to fine manual focusing while looking through the viewfinder.aspherical lensa lens with a curved, non-spherical surface. used to reduce aberrations and enable a more compact lens size. aspherical lenses minimize coma and other types of lens aberrations, even when used at the widest aperture. they are particularly useful in correcting distortion in wide-angle lenses and help contribute to a lighter, more compact design by reducing the number of standard (spherical) elements necessary. aspherical lens elements correct these distortions by continuously changing the refractive index from the centre of the lens.super integrated coatingnikon super integrated coating is nikon's term for its multilayer coating of the optical elements in nikkor lenses.",1.9695e2,aud
c27,llm_assisted_initial,55,"[""r192"", ""r193"", ""r194"", ""r195"", ""r196"", ""r197"", ""r216"", ""r217"", ""r218"", ""r219"", ""r220"", ""r221"", ""r306"", ""r307"", ""r308"", ""r309"", ""r310"", ""r311"", ""r324"", ""r325"", ""r326"", ""r327"", ""r328"", ""r329"", ""r606"", ""r607"", ""r608"", ""r609"", ""r610"", ""r611"", ""r984"", ""r985"", ""r986"", ""r987"", ""r988"", ""r989"", ""r1002"", ""r1004"", ""r1005"", ""r1006"", ""r1007"", ""r1236"", ""r1237"", ""r1238"", ""r1239"", ""r1240"", ""r1241"", ""r1285"", ""r1288"", ""r1289"", ""r1560"", ""r1562"", ""r1563"", ""r1564"", ""r1565""]","cisco catalyst 2960-x | ws-c2960x-24pd-l catalyst 2960x 24 port 10/100/1000 poe+ 370w, 2 x 10g sfp+, lan base cfp",cisco,highest quality cisco products,2995.01643,usd
c28,llm_assisted_initial,1,"[""r199""]",canon pfi-107 c cyanipf680/685/780/785 130ml,,,7000,rub
c29,llm_assisted_initial,6,"[""r200"", ""r1074"", ""r1075"", ""r1076"", ""r1077"", ""r1078""]",canon pfi107c cyan laser toner cartridge remanufactured,,"the long term replacement solution for your colour printing needs, the 718 toner cartridge by canon is designed to meet any expectations you could have from such a printer component. made entirely of non-recycled parts, this cartridge is guaranteed to delivery results like no other. guaranteed to work with designated laser technology printers made by canon.the 718 yellow cartridge is compatible with a wide variety of i-sensys laser printers from canon. each cartridge has an approximate page yield of 2,900 pages, making it a great medium to long-term solution no matter the nature of your workplace.",431.00,usd
c3,llm_assisted_initial,3,"[""r8"", ""r9"", ""r10""]",shimano hg901 dura ace xtr 11 speed bicycle bike chain,,"super narrow lightweight 11-speed hg-ev symmetrical design chain for smooth shifts and maximum durabilitykey features:outer plate design has been developed to reduce the chance of chain suck sil-tec surface treatment technology on inner and outer links and rollers that is smooth running and increases durability zinc-alloy plated inner and outer links hollow pin for added weight saving the inner plate has been developed for better contact with gears providing smoother shifting under high load, giving efficient pedalling, increased rigidity and near silent running 5.62 mm chain width, optimised for 11-speed super narrow hg-ev drivetrains average weight 243 grams",6.9e1,gbp
c30,llm_assisted_initial,12,"[""r210"", ""r211"", ""r212"", ""r213"", ""r214"", ""r215"", ""r1566"", ""r1567"", ""r1568"", ""r1569"", ""r1570"", ""r1571""]","d'addario ej16 phosphor bronze acoustic guitar strings, light .012-.053",d'addario,"d'addario's most popular acoustic set, ej16 delivers the ideal balance of volume, projection and comfortable playability.phosphor bronze was introduced to string making by d'addario in 1974 and has become synonymous with warm, bright, and well balanced acoustic tone. d'addario phosphor bronze strings are precision wound with corrosion resistant phosphor bronze onto a carefully drawn, hexagonally shaped, high carbon steel core. the result is long lasting, bright sounding tone with excellent intonation.d'addario's most popular acoustic guitar string set, known for its superb, long-lasting tone and comfortable playabilitypreferred for its warm, bright, and well balanced acoustic toneenvironmentally friendly, corrosion resistant packaging for strings that are always freshmade in the u.s.a. for the highest quality and performancestring gauges: plain steel .012, .016, phosphor bronze wound .024, .032, .042, .053",8.99,usd
c31,llm_assisted_initial,30,"[""r222"", ""r223"", ""r224"", ""r225"", ""r226"", ""r227"", ""r438"", ""r439"", ""r440"", ""r441"", ""r442"", ""r443"", ""r864"", ""r865"", ""r866"", ""r867"", ""r868"", ""r869"", ""r1632"", ""r1633"", ""r1634"", ""r1635"", ""r1636"", ""r1637"", ""r1752"", ""r1753"", ""r1754"", ""r1755"", ""r1756"", ""r1757""]","evans bd20emad 20\"" emad batter bass drumhead clear",evans,"evans ec2 clear series contains two plies of 7mil film for optimized attack, tone, length of sustain, and ease of tuning for each size head. this drumhead features sound shaping technology (sst) for a well-balanced sound, incorporated with evans level 360 technology for ease of tuning, extended pitch range and optimum quality of sound.product featurestreatment: clearply: 2technology: sstmade using two plies of 7mil film, which offer consistency and durability for longer playing timeexclusive sound shaping technology (sst) provides the ideal amount of dampening tailored for each individually sized drumheadunique translucent coating delivers additional warmth, focus, and depthexclusive evans level 360 technology collar design ensures proper contact between drumhead and drum shellall evans drumheads are designed, engineered, and manufactured in the usa",48.99,usd
c32,llm_assisted_initial,30,"[""r228"", ""r229"", ""r230"", ""r231"", ""r232"", ""r233"", ""r486"", ""r487"", ""r488"", ""r489"", ""r490"", ""r491"", ""r708"", ""r709"", ""r876"", ""r877"", ""r878"", ""r879"", ""r880"", ""r881"", ""r1086"", ""r1087"", ""r1088"", ""r1090"", ""r1091"", ""r1437"", ""r1596"", ""r1597"", ""r1598"", ""r1599""]",bx80677i37100 intel core i3 i3-7100 dual-core 2 core 3.90 ghz socket h4 lga-1151pack 512 kb 3 mb cache 64-bit processing 14 nm processor. new retail factory sealed with full manufacturer warranty.,intel,"intel helps power the world’sfastest gamingdesktoppcsunlocked 10th gen intel® core™ desktop processors are optimized forenthusiast gamers, overclockers and serious content creators looking to takeadvantage of amazing overclocking and unleash the performance capabilities ofthese new processors. with an optimal balance of frequency, cores and threads,advanced tuning support, and blazing connectivity, unlocked 10th gen intel®core™ processors supercharge desktops for a competitiveedge.10th gen intel® core™ “kf” sku desktop processors are built for gamersand creators with the same 10th gen innovations, specifications, andperformance, but without processor graphics features. as a result, they candeliver added value when cpu performance is the top priority. with an optimalbalance of frequency, cores and threads, optional advanced tuning support, andblazing connectivity, 10th gen intel® core™ processors supercharge desktopsfor competitive and premium performance. processors with a “kf” in theirprocessor number also offer overclocking capabilities.this processor requires discrete graphics and must be paired with amotherboard that supports a discrete graphicscard.features16mb intel smart cache cache8cores16threads5.10ghz max turbo frequencyspecificationsessentials:product collection:10th generation intel® core™ i7processorscode name:products formerly comet lakevertical segment:desktopprocessor number:i7–10700kflithography:14 nmperformance:# of cores:8# of threads:16processor base frequency:3.80ghzmax turbo frequency:5.10ghzcache:16 mb intel® smart cachebus speed:8 gt/sintel® turbo boost max technology3.0frequency:5­.10ghztdp:125 wconfigurable tdp-down frequency:3.50ghzconfigurable tdp-down:95 wmemory specifications:max memory size (dependent on memory type):128gbmemory types:ddr4–2933max # of memory channels:2max memory bandwidth:45.8gb/secc memory supported:noprocessor graphics:processor graphics:n/aexpansion options:scalability:1s onlypci express revision:3pci express configurations:up to 1×16, 2×8,1×8+2×4max # of pci express lanes:16package specifications:sockets supported:fclga1200max cpu configuration:1thermal solution specification:pcg 2015dtjunction:100°cpackage size:37.5mm x 37.5mmadvanced technologies:intel® optane™ memory supported:yesintel® thermal velocity boost:nointel® turbo boost max technology 3.0:yesintel® turbo boost technology:2intel® vpro™ platform eligibility:nointel® hyper-threading technology:yesintel® virtualization technology (vt-x):yesintel® virtualization technology for directed i/o(vt-d):yesintel® vt-x with extended page tables (ept):yesintel® transactional synchronization extensions:nointel® 64:yesinstruction set:64-bitinstruction set extensions:intel® sse4.1, intel® sse4.2,intel®avx2idle states:yesenhanced intel speedstep® technology:yesthermal monitoring technologies:yesintel® identity protection technology:yesintel® stable image platform program (sipp):nosecurity & reliability:intel® aes new instructions:yessecure key:yesintel® software guard extensions (intel® sgx):yes withintel®meintel® os guard:yesintel® trusted execution technology:noexecute disable bit:yesintel® boot guard:yes",99999.99,eur
c33,llm_assisted_initial,1,"[""r236""]",case corsair 460x con luci red,,case dimensions440mm x 220mm x 464mmmaximum gpu length370mmmaximum psu length200mmmaximum cpu cooler height170mmcase expansion slots7case drive bays”(x2) 3.5in (x3) 2.5in”case form factormid-towercase windowedtempered glasscase warrantytwo yearsicue enabledno,184.09,usd
c34,llm_assisted_initial,1,"[""r241""]",repetidor wi-fi tp-link inalambrico wa860re 802.11,,,27.5,eur
c35,llm_assisted_initial,1,"[""r247""]",asus tuf3 gtx 1660s oc - 6gb3xfans1xhdmi1xdp,,,,
c36,llm_assisted_initial,1,"[""r252""]","router tp-link archer c60 - 2,4/5 ghz - 867 mbit/s - 5x rj-45 - 5 antenas",,,799.00,mxn
c37,llm_assisted_initial,1,"[""r254""]",tp-link archer c60 ieee 802.11ac ethernet wireless router - 2.40 ghz ism band - 5 ghz unii band(5 x external) - 168.75 mb/s wireless speed - 4 x network port - 1 x broadband port - fast ethernet - vpn supported - desktop,,tp-link archer c60 ieee 802.11ac ethernet wireless router - 2.40 ghz ism band - 5 ghz unii band(5 x external) - 168.75 mb/s wireless speed - 4 x network port - 1 x broadband port - fast ethernet - vpn supported - desktop,$59.99,cad
c38,llm_assisted_initial,1,"[""r263""]",250gbwd - black high-performance nvme pcie gen3 (wds250g3x0c),,"sequential read speeds up to 3,400mb/s (for 1000gb model), up to 60% faster than the previous generation of wd black ssd** built on the western digital nvme ssd storage architecture for low latency, power efficiency, and compatibility low power efficiency down to 2.5mw, half the mw of the previous wd black ssd wd f.i.t. lab certified to work with a wide range of high-performance pc configurations free downloadable wd ssd dashboard software and free downloadable cloning and backup software 5-year limited warranty",7418.00,inr
c39,llm_assisted_initial,36,"[""r264"", ""r265"", ""r266"", ""r267"", ""r268"", ""r269"", ""r474"", ""r475"", ""r476"", ""r477"", ""r478"", ""r479"", ""r552"", ""r553"", ""r554"", ""r555"", ""r556"", ""r557"", ""r972"", ""r973"", ""r974"", ""r975"", ""r976"", ""r977"", ""r1026"", ""r1027"", ""r1028"", ""r1029"", ""r1030"", ""r1031"", ""r1122"", ""r1123"", ""r1124"", ""r1125"", ""r1126"", ""r1127""]","ram-b-201u-c - ram long double socket arm for 1\"" ball bases - overall length: 6\""",ram mounts,"description specs & features videos compatible withthe ram-b-224-1u consists of a 3.3\"" diameter suction cup twist lock base that is connected to the (ram-b-238u), diamond base with b size 1\"" rubber ball. the suction cup is designed to have an extra strong hold on any smooth non-porous surface, but for best result, mount the suction cup on a glass or non-porous plastic surface.material:high strength composite and powder coated marine grade aluminumball size:1\"" rubber ball \""b\"" sizenote:the \""u\"" in the part number reflects product packaged in poly bag.weight:0.26 lbs.ram twist-lock suction cup ball baseram 3.3\"" diameter suction cup base with 1\"" ballram® mounts twist-lock™ suction cup mountram® mounts interchangeable componentscompatible arms and mountsram® x-grip® cell phone cradle with double socket arm - rap-hol-un7b-201uram® x-grip® cradle with 1\"" ball & medium length double socket arm for 7\""-8\"" tablets - ram-hol-un8b-201uram universal action camera adapter with double socket arm - ram-b-202-gop1-201uram double socket arm for b size 1\"" balls - ram-b-201uram short double socket arm for b size 1\"" balls - ram-b-201u-aram long length double socket arm for b size 1\"" balls - ram-b-201u-cram composite double socket arm for 1\"" balls - rap-b-201uram composite short double socket arm for 1\"" balls - rap-b-201u-aram double socket swivel arm for 1\"" balls (overall length: 6.25\"") - rap-b-200-2uram composite double socket swivel arm for 1\"" balls - rap-b-200-12uram medium double socket arm, long double socket arm & double ball adapter for b size 1\"" balls - ram-b-201-201u-cram double socket arm with retention knob for b size 1\"" balls - ram-b-201-ala1-kruram short double socket arm with retention knob for b size 1\"" balls - ram-b-201-a-ala1-kruram long double socket arm with retention knob for b size 1\"" balls - ram-b-201-c-ala1-kruram composite double socket swivel arm for 1\"" balls - rap-b-200-2nkuram long length double socket arm with retention arm for b size 1\"" balls - ram-b-201u-c-ala1ram double socket arm with ram® pin-lock™ security knob and key knob for b size 1\"" balls - ram-b-201-suram 18\"" long rigid aluminum rod & (2 qty) single socket arms for 1\"" balls - rap-b-200-1-18uram 18\"" long extension pole with (2 qty) 1\"" single open sockets - rap-bb-201-18uram 14\"" long extension pole with (2 qty) 1\"" single open sockets - rap-bb-201-14uram 1\"" ball medium length double socket arm with diamond base - ram-b-103-238uram 1\"" ball short length double socket arm with diamond base - ram-b-103-a-238uram 1\"" ball long length double socket arm with diamond base - ram-b-103-c-238uram 1\"" ball medium length double socket arm with 2.5\"" round base that contains the amps hole pattern - ram-b-103uram 1\"" ball short length double socket arm with 2.5\"" round base that contains the amps hole pattern - ram-b-103u-aram 1\"" ball long length double socket arm with 2.5\"" round base that contains the amps hole pattern - ram-b-103u-c",26.99,aud
c4,llm_assisted_initial,1,"[""r11""]",11shimano - (hg901) xtr / dura ace 116 links,,11xtr -dura ace.sil-tec.116 ..,205.00,ils
c40,llm_assisted_initial,1,"[""r277""]","asus phoenix gtx 1660s oc - 6gb,1xfan,1xhdmi,1xdp",,,6356.60,zar
c41,llm_assisted_initial,1,"[""r283""]",lacie|mobile drive|2tb|usb-c|colour silver|sthg2000400,,,99.90,
c42,llm_assisted_initial,18,"[""r288"", ""r289"", ""r290"", ""r291"", ""r292"", ""r293"", ""r894"", ""r895"", ""r896"", ""r897"", ""r898"", ""r899"", ""r1416"", ""r1417"", ""r1418"", ""r1419"", ""r1420"", ""r1421""]",3 x ernie ball power slinky electric guitar strings 11-48. 3 separate packs,ernie ball,"untitled document power slinky electric guitar strings £15.95 = 3 full packs 11 - 48no. of strings6-string setgauge range11 - 48gauges11 , 14 , 18 , 28 , 38 , 48 . (plain 3rd)wrap materialnickel platedconstructionround woundhex core / round corehex coreball end / double ball endball endcoated / non-coatednon-coatedernie ball power slinky electric strings are a perfect match for those who like chunky rhythms for rock and roll or blues.power slinkys have long been favored by slash, metallica, & kenny wayne shepherd due to the thicker gauge combination providing a slightly more powerful tone. these strings are precision manufactured to the highest standards and most exacting specifications to ensure consistency, optimum performance, and long life. power slinky wound strings are made from nickel plated steel wire wrapped around a hex shaped steel core wire.the plain strings are made of specially tempered tin plated high carbon steel; producing a well balanced tone for your guitar.gauges .011 .014 .018p .028 .038 .048£15.95 = 3 full packswe accept the following payment types:- we use the following delivery methods: please note free delivery is to uk mainland only where applicable.all orders for isles or offshore will incur delivery charges at international rates.",5.49,usd
c43,llm_assisted_initial,1,"[""r300""]",garmin fenix 5 gray black 010-01688-00,,,499.99,eur
c44,llm_assisted_initial,1,"[""r301""]",garmin watch - fēnix® 5 - slate gray with black band (47mm),,"get more from your workout with less on your wristpremium smaller-sized (42 mm) multisport gps watch with elevate™ wrist heart rate technology¹preloaded activity profiles for all of your sports and adventuresput key stats at your fingertips with the performance widget that shows the effects and progress of your workoutsconnected features² include smart notifications, automatic uploads to garmin connect™ online fitness community and personalization through free watch faces and apps from our connect iq™ storeoutdoor sensors, including gps and glonass satellite reception and 3-axis compass with gyroscope and barometric altimeterbattery life: up to 9 days in smartwatch mode (depending on settings), up to 14 hours in gps mode or up to 35 hours in ultratrac™ battery saver modefor serious athletes and adventurers who want to do more, not wear more – fēnix 5s is the perfect fit. it’s our premium multisport watch that offers full-size performance in a lighter, sleeker, more compact design. so you can beat yesterday with advanced features such as wrist-based heart rate¹, built-in activity profiles, navigation functions, and performance metrics that measure the effectiveness of your workout. it’s one smart sport watch you can comfortably wear anywhere – office or outback – to keep pace with your active lifestyle.striking design, strong performanceathletes and adventurers come in all sizes. that’s why the fēnix 5 series offers multiple models that vary in size to fit every wrist and every workout. each version offers a variety of stainless steel finishes, quickfit™ watch band combinations and premium feature sets to give you the look, performance and lightweight comfort to match both your aesthetic and athletic interests.dual navigation networksevery fēnix 5 series watch features advanced gps and glonass satellite reception to track in more challenging environments than gps alone. you can count on long battery life in each mode of operation (varies by model, depending on settings). and for go-anywhere confidence, all fēnix 5 versions are water-rated to 100 meters.outstanding readability on the runa bright, high-resolution, full-color garmin chroma display™ with led backlighting assures great readability in all ambient conditions. transflective technology that reflects and transmits light at the same time enables the watch face to become even more readable under intense sunlight.sapphire editions feature a scratch-resistant sapphire lens and are also wi-fi®-enabled so your watch can connect to your wireless network and automatically send activity uploads for sharing on garmin connect.wrist-based heart rateon your wrist, elevate wrist heart rate technology lets you monitor your heart rate without wearing a chest strap. in addition to counting steps and monitoring sleep, the watch uses heart rate to provide calories burned information and quantify the intensity of your fitness activities.match your style with interchangeable watchbandsa selection of quickfit bands in your choice of premium leather, metal or silicone makes it easy to mix and match styles to go with any sport or activity. no tools are required to make the transformation. just swap, click and go.advanced performance metricsevery fēnix 5s watch is packed with sophisticated training features to help monitor your form and performance³. enhanced readouts for training status and training effect show aerobic and anaerobic benefits of your workout – so you can see how your workouts are paying off and even compare results with your peers.the vo2 max estimator crunches data, including your running speed, beats per minute and heart rate variability, to estimate the maximum volume of oxygen you can consume per minute.and other fitness metrics include recovery advisor with a recovery timer and recovery check, plus a race predictor that estimates your ideal finish time based on your current vo2 max number.advanced running dynamicsnow you can go further with your running data. garmin training features that tap into extended physiological metrics and advanced running dynamics¹ can help improve your form and overall performance. these include:performance condition: after running for 6-20 minutes, fēnix 5s compares your real-time condition to your average fitness levelslactate threshold: through analysis of your pace and heart rate, fēnix 5s estimates the point where your muscles start to rapidly fatiguecadence — number of steps per minutestride length — shows your stride length in real timewant more? by pairing your watch with a compatible heart rate chest strap such as the hrm-run™, you can access these additional fēnix 5s metrics³:vertical oscillation and ratio — the degree of 'bounce' in your running motion and the benefit ratio to stride lengthground contact time and balance — shows how much time, in the running motion, your foot is on the ground rather than in flight and lets you check your running symmetrystress score: fēnix 5s measures your heart rate variability while standing still, for 3 minutes, to provide you with an estimated stress level. the scale of this is 1 to 100; low scores indicate lower stress levelsswim profiles, skiing, paddle sports, golf and morebeyond their running functions, fenix 5 watches also offer special feature sets to help with swim training, skiing, golfing and paddle sports, including stand-up paddle boarding and rowing.for swimmers, the device tracks your distance, pace, stroke count and more. ski/board mode puts speed, distance, vertical drop and an automatic run counter (with auto pause for the lift line) and more at your fingertips.the feature set for paddle sports includes stroke count, stroke rate and even distance per stroke. golf mode gives you yardage to the front, back and middle of the green for any single course you’ve downloaded from garmin connect – and also adds enhancements such as stat tracking (fairways hit, etc.), green view, autoshot detection and auto measure.navigate the great outdoors, your wayeach model in the fēnix 5 series provides comprehensive navigation and tracking to guide you on and off the beaten path using gps plus abc (altimeter, barometer and compass) sensor capabilities. the built-in altimeter provides elevation data to accurately monitor ascent and descent, while the barometer can be used to predict weather changes by showing short-term trends in air pressure.the 3-axis electronic compass keeps your bearing, whether you’re moving or not. in addition, there’s an internal gyroscope to help improve position accuracy (and battery life) in ultratrac mode – as well as a thermometer to help you monitor changing weather conditions.so many ways to stay connectedall fēnix 5 series models can support smart notifications when paired with a compatible device. receive emails, texts and alerts right on your watch – whether you're on the trail, on the golf course or simply away from your desk. other connected features include automatic uploads to our garmin connect online fitness community, live tracking and social media sharing through our free garmin connect and garmin connect™ mobile applications.custom apps and watch facesyou can customize your fēnix 5s watch with free downloads from our connect iq store. change your watch face, add data fields or get apps and widgets for information at a glance.",599.99,usd
